longitude,latitude,Labels
-69.89437,49.81745,#FA3E0C
-75.821503,45.430333,#17FA2B
-114.148685,51.15706,#17FA2B
-122.958777,49.234753,#17FA2B
-114.132575,51.074025,#17FA2B
-72.81754,46.90798,#FA3E0C
-75.15892,45.82015,#FA3E0C
-114.139054,51.167207,#17FA2B
-113.99661,51.160618,#17FA2B
-69.02296,49.04946,#FA3E0C
-77.70963,48.05756,#FA3E0C
-74.2656,46.33783,#FA3E0C
-77.11401,50.80486,#FA3E0C
-74.15245,45.90168,#FA3E0C
-73.653992,45.464572,#17FA2B
-76.3636,46.0225,#FA3E0C
-73.71193,49.41417,#FA3E0C
-114.160109,51.019546,#17FA2B
-122.782826,49.132377,#17FA2B
-75.78547,45.95983,#FA3E0C
-68.4592,58.0558,#FA3E0C
-79.49312,49.15438,#FA3E0C
-75.681936,45.405679,#17FA2B
-69.8385,49.19,#FA3E0C
-79.724763,43.743664,#17FA2B
-73.443068,45.49735,#17FA2B
-79.23498,48.81655,#FA3E0C
-70.97158,48.36211,#FA3E0C
-72.1967,47.3409,#FA3E0C
-75.731693,45.43234,#17FA2B
-114.005506,50.894666,#17FA2B
-73.67417,45.608826,#17FA2B
-70.80714,46.63639,#FA3E0C
-73.43977,45.489179,#17FA2B
-75.702792,45.427685,#17FA2B
-75.56001,46.04587,#FA3E0C
-114.008779,50.914111,#17FA2B
-73.506738,45.492468,#17FA2B
-75.618443,45.444783,#17FA2B
-73.613194,45.57428,#17FA2B
-68.26373,51.66847,#FA3E0C
-123.155881,49.144916,#17FA2B
-75.821298,45.441651,#17FA2B
-75.76331,45.409777,#17FA2B
-113.954363,51.100451,#17FA2B
-77.90998,47.77068,#FA3E0C
-76.73708,45.88729,#FA3E0C
-114.062506,51.037877,#17FA2B
-72.76965,47.32195,#FA3E0C
-75.7104,45.350033,#17FA2B
-68.87622,49.84862,#FA3E0C
-73.01546,48.51169,#FA3E0C
-74.09812,45.94365,#FA3E0C
-68.672,48.91247,#FA3E0C
-78.47334,47.57554,#FA3E0C
-75.4911,45.5542,#FA3E0C
-66.11181,50.2563,#FA3E0C
-69.96051,50.38459,#FA3E0C
-72.83684,50.04946,#FA3E0C
-77.66922,48.09053,#FA3E0C
-79.680145,43.898289,#17FA2B
-75.745235,45.445232,#17FA2B
-69.04622,49.13999,#FA3E0C
-73.506777,45.475767,#17FA2B
-69.08884,48.80216,#FA3E0C
-67.9452,50.20624,#FA3E0C
-79.19195,47.02968,#FA3E0C
-114.143989,51.090294,#17FA2B
-66.8664,50.0369,#FA3E0C
-70.52723,46.42296,#FA3E0C
-73.2589,45.6472,#FA3E0C
-70.80622,48.44365,#FA3E0C
-79.455281,43.827605,#17FA2B
-68.86601,47.57734,#FA3E0C
-71.38669,48.69634,#FA3E0C
-76.5147,50.0236,#FA3E0C
-73.864034,45.418266,#17FA2B
-73.56821,45.532382,#17FA2B
-75.45971,49.65618,#FA3E0C
-114.111168,50.935283,#17FA2B
-113.955947,50.992675,#17FA2B
-74.36695,50.71703,#FA3E0C
-123.101945,49.241601,#17FA2B
-79.743254,43.903681,#17FA2B
-73.701895,45.595997,#17FA2B
-122.739702,49.166662,#17FA2B
-71.10877,46.881,#FA3E0C
-79.28036,43.866414,#17FA2B
-75.75928,46.19365,#FA3E0C
-75.585939,45.337682,#17FA2B
-79.258361,43.878271,#17FA2B
-73.908237,45.450052,#17FA2B
-114.058036,51.103322,#17FA2B
-75.696325,45.368933,#17FA2B
-79.31554,48.92926,#FA3E0C
-75.583332,45.383857,#17FA2B
-71.48307,54.2527,#FA3E0C
-78.28691,53.09502,#FA3E0C
-71.17541,46.58963,#FA3E0C
-73.646984,45.500913,#17FA2B
-73.56446,48.16247,#FA3E0C
-73.52415,48.04227,#FA3E0C
-79.27188,43.840088,#17FA2B
-113.930599,50.967458,#17FA2B
-71.3613,46.98591,#FA3E0C
-71.06698,48.69994,#FA3E0C
-75.74353,45.95624,#FA3E0C
-70.19896,49.31205,#FA3E0C
-69.91398,47.88549,#FA3E0C
-72.53235,46.52878,#FA3E0C
-68.32202,50.50899,#FA3E0C
-75.70367,45.66757,#FA3E0C
-73.605058,45.567212,#17FA2B
-70.45567,49.51439,#FA3E0C
-64.5743,48.8361,#FA3E0C
-122.981425,49.129998,#17FA2B
-71.77719,45.18465,#FA3E0C
-75.746906,45.41096,#17FA2B
-73.713266,45.570519,#17FA2B
-75.72743,45.420114,#17FA2B
-72.3763,45.4645,#FA3E0C
-73.680497,45.494586,#17FA2B
-77.50437,46.89269,#FA3E0C
-74.46098,48.06115,#FA3E0C
-79.511856,43.793746,#17FA2B
-65.35346,48.03327,#FA3E0C
-71.35591,51.56385,#FA3E0C
-79.507872,43.699209,#17FA2B
-74.60599,47.01709,#FA3E0C
-79.397647,43.637527,#17FA2B
-73.844217,45.426128,#17FA2B
-73.814707,45.504354,#17FA2B
-122.89772,49.26425,#17FA2B
-75.723433,45.386179,#17FA2B
-75.828516,45.368996,#17FA2B
-79.258901,43.784754,#17FA2B
-76.57605,51.85402,#FA3E0C
-79.627969,43.650776,#17FA2B
-69.53599,48.32824,#FA3E0C
-73.59506,45.583684,#17FA2B
-79.321294,43.737038,#17FA2B
-74.90102,46.39179,#FA3E0C
-79.456406,43.729559,#17FA2B
-64.67823,48.3837,#FA3E0C
-64.66261,48.3711,#FA3E0C
-63.56364,50.25899,#FA3E0C
-75.70788,46.89719,#FA3E0C
-79.714439,43.839263,#17FA2B
-73.856486,45.433937,#17FA2B
-70.23664,47.69544,#FA3E0C
-79.322554,43.690598,#17FA2B
-122.971998,49.190248,#17FA2B
-70.79144,48.28327,#FA3E0C
-75.821278,45.36531,#17FA2B
-72.78635,46.44185,#FA3E0C
-123.157639,49.208071,#17FA2B
-75.648716,45.370638,#17FA2B
-74.4012,45.6973,#FA3E0C
-122.915421,49.127265,#17FA2B
-78.76092,48.83513,#FA3E0C
-73.638522,45.459862,#17FA2B
-75.692288,45.471271,#17FA2B
-69.82392,48.01079,#FA3E0C
-71.34901,48.34323,#FA3E0C
-72.70192,49.10402,#FA3E0C
-69.16134,47.49311,#FA3E0C
-122.837705,49.186301,#17FA2B
-78.88582,47.88999,#FA3E0C
-122.963599,49.133264,#17FA2B
-79.28886,43.715284,#17FA2B
-123.067109,49.135255,#17FA2B
-72.43158,45.84053,#FA3E0C
-63.61624,51.3801,#FA3E0C
-113.987782,51.03146,#17FA2B
-122.782495,49.217376,#17FA2B
-73.410694,45.611051,#17FA2B
-76.78106,46.51619,#FA3E0C
-74.45479,45.8792,#FA3E0C
-123.054268,49.144258,#17FA2B
-74.48313,46.13729,#FA3E0C
-72.53672,49.0054,#FA3E0C
-73.677708,45.534934,#17FA2B
-76.18986,49.98052,#FA3E0C
-71.0293,47.3494,#FA3E0C
-75.78077,45.44994,#FA3E0C
-77.60261,47.6337,#FA3E0C
-75.80172,46.93555,#FA3E0C
-123.018443,49.19014,#17FA2B
-122.912601,49.236677,#17FA2B
-73.511993,45.44636,#17FA2B
-77.25333,46.71163,#FA3E0C
-76.9742,45.81025,#FA3E0C
-74.16921,46.35851,#FA3E0C
-71.36926,48.39898,#FA3E0C
-113.977642,51.142032,#17FA2B
-73.6886,45.3908,#FA3E0C
-74.65239,46.14089,#FA3E0C
-73.496268,45.53714,#17FA2B
-72.7295,48.85222,#FA3E0C
-122.805515,49.25183,#17FA2B
-73.65958,50.61481,#FA3E0C
-122.936179,49.205225,#17FA2B
-79.00966,48.76439,#FA3E0C
-78.16801,48.0027,#FA3E0C
-66.61191,52.57464,#FA3E0C
-122.834814,49.228022,#17FA2B
-73.790874,45.48511,#17FA2B
-79.11408,48.16847,#FA3E0C
-70.10326,49.27518,#FA3E0C
-70.08065,47.98322,#FA3E0C
-71.44733,46.92116,#FA3E0C
-71.18628,48.44724,#FA3E0C
-75.664717,45.445362,#17FA2B
-78.6981,48.8078,#FA3E0C
-114.015756,51.075755,#17FA2B
-72.76555,47.41427,#FA3E0C
-123.043007,49.231735,#17FA2B
-114.018665,50.926831,#17FA2B
-79.725866,43.649911,#17FA2B
-77.21199,46.66936,#FA3E0C
-79.04141,48.32195,#FA3E0C
-114.148621,51.064382,#17FA2B
-73.2461,45.9447,#FA3E0C
-122.943035,49.203306,#17FA2B
-73.603798,45.554451,#17FA2B
-122.948852,49.264519,#17FA2B
-77.5156,48.5498,#FA3E0C
-79.355573,43.826358,#17FA2B
-69.98352,49.10672,#FA3E0C
-70.54685,48.27608,#FA3E0C
-76.69371,50.28058,#FA3E0C
-75.682035,45.381009,#17FA2B
-75.779494,45.377643,#17FA2B
-77.96018,47.35312,#FA3E0C
-72.2368,47.07195,#FA3E0C
-73.414517,45.454644,#17FA2B
-65.1123,51.05126,#FA3E0C
-79.358939,43.625522,#17FA2B
-76.1124,45.9994,#FA3E0C
-71.49359,45.46523,#FA3E0C
-73.557096,45.519105,#17FA2B
-73.673035,45.599025,#17FA2B
-79.701091,43.68312,#17FA2B
-79.390686,43.757043,#17FA2B
-123.038504,49.096774,#17FA2B
-75.626759,45.456827,#17FA2B
-113.988623,51.150873,#17FA2B
-73.468334,45.576017,#17FA2B
-123.122912,49.196524,#17FA2B
-123.129906,49.149943,#17FA2B
-73.817822,45.549498,#17FA2B
-78.15208,47.30486,#FA3E0C
-114.064868,51.047927,#17FA2B
-114.044219,51.032555,#17FA2B
-79.352785,43.672895,#17FA2B
-73.03991,45.23322,#FA3E0C
-73.473078,45.633867,#17FA2B
-78.76786,46.622,#FA3E0C
-122.906491,49.259563,#17FA2B
-75.89173,52.17836,#FA3E0C
-79.50488,43.704947,#17FA2B
-79.28193,46.97422,#FA3E0C
-78.59377,53.68555,#FA3E0C
-66.58929,48.50809,#FA3E0C
-75.55356,45.98861,#FA3E0C
-75.67187,50.72153,#FA3E0C
-114.080852,50.940687,#17FA2B
-122.885579,49.127063,#17FA2B
-122.720358,49.26009,#17FA2B
-113.936754,51.15484,#17FA2B
-79.391366,43.764162,#17FA2B
-75.81244,46.47422,#FA3E0C
-73.856553,45.586107,#17FA2B
-69.9498,51.16847,#FA3E0C
-73.29213,45.69275,#FA3E0C
-78.37575,48.74491,#FA3E0C
-114.044453,50.990397,#17FA2B
-122.734889,49.258134,#17FA2B
-113.919127,51.156513,#17FA2B
-75.13385,46.75899,#FA3E0C
-78.45395,51.32284,#FA3E0C
-75.768714,45.372301,#17FA2B
-71.45254,45.48052,#FA3E0C
-79.468857,43.681899,#17FA2B
-113.935343,51.006863,#17FA2B
-79.635678,43.685649,#17FA2B
-75.736006,45.445212,#17FA2B
-71.3522,47.0217,#FA3E0C
-79.00607,46.6301,#FA3E0C
-73.69015,49.74581,#FA3E0C
-123.077566,49.184435,#17FA2B
-72.55047,48.95084,#FA3E0C
-73.81525,45.8783,#FA3E0C
-114.07629,51.129127,#17FA2B
-75.729858,45.396569,#17FA2B
-113.929654,51.038108,#17FA2B
-73.509447,45.551962,#17FA2B
-113.961672,51.00252,#17FA2B
-73.447431,45.520492,#17FA2B
-72.28955,48.90258,#FA3E0C
-69.43639,48.35492,#FA3E0C
-67.25493,50.03058,#FA3E0C
-73.890383,45.522294,#17FA2B
-75.44106,46.64089,#FA3E0C
-67.13434,48.10761,#FA3E0C
-75.70137,45.467156,#17FA2B
-75.794767,45.357535,#17FA2B
-72.6978,45.1519,#FA3E0C
-79.0542,49.7253,#FA3E0C
-71.81969,48.74671,#FA3E0C
-79.298768,43.887643,#17FA2B
-73.691864,45.567379,#17FA2B
-114.054837,51.096045,#17FA2B
-114.037744,51.040038,#17FA2B
-71.93864,48.73412,#FA3E0C
-75.632868,45.412434,#17FA2B
-78.03989,48.51529,#FA3E0C
-64.43035,48.81475,#FA3E0C
-73.628077,45.479416,#17FA2B
-122.978398,49.254981,#17FA2B
-61.47189,47.78507,#FA3E0C
-71.87875,48.3828,#FA3E0C
-73.2063,46.212,#FA3E0C
-73.44076,53.69814,#FA3E0C
-70.95293,55.02698,#FA3E0C
-75.631407,45.401388,#17FA2B
-69.56778,50.48861,#FA3E0C
-78.95408,48.2518,#FA3E0C
-72.46056,46.83603,#FA3E0C
-75.820857,45.458347,#17FA2B
-113.961476,51.120086,#17FA2B
-79.700095,43.903807,#17FA2B
-70.87429,45.54587,#FA3E0C
-78.27597,48.81925,#FA3E0C
-73.421016,45.431904,#17FA2B
-77.59557,49.82374,#FA3E0C
-123.104522,49.20757,#17FA2B
-78.559,48.28957,#FA3E0C
-66.63176,51.80036,#FA3E0C
-79.03312,47.10672,#FA3E0C
-79.3128,48.92746,#FA3E0C
-114.022484,50.911925,#17FA2B
-79.401002,43.907408,#17FA2B
-69.77534,49.36211,#FA3E0C
-72.34957,45.81475,#FA3E0C
-114.082572,51.078746,#17FA2B
-79.468945,43.651947,#17FA2B
-66.0792,50.2897,#FA3E0C
-123.163713,49.207241,#17FA2B
-114.16339,51.09762,#17FA2B
-123.168039,49.139808,#17FA2B
-123.036028,49.243926,#17FA2B
-76.585,46.1903,#FA3E0C
-75.665389,45.464342,#17FA2B
-113.954082,50.983687,#17FA2B
-73.425331,45.504871,#17FA2B
-72.41395,48.56745,#FA3E0C
-75.64342,45.85402,#FA3E0C
-122.761782,49.196138,#17FA2B
-79.381455,43.742647,#17FA2B
-73.830867,45.633824,#17FA2B
-64.70263,48.35492,#FA3E0C
-79.691374,43.713671,#17FA2B
-73.59377,46.30396,#FA3E0C
-123.046513,49.13763,#17FA2B
-76.5306,45.8239,#FA3E0C
-72.16127,48.15978,#FA3E0C
-113.937614,51.102686,#17FA2B
-75.23487,49.17026,#FA3E0C
-73.7215,46.0063,#FA3E0C
-72.63787,46.59323,#FA3E0C
-73.025,47.3114,#FA3E0C
-74.5375,48.1258,#FA3E0C
-123.019864,49.106968,#17FA2B
-73.27662,49.44634,#FA3E0C
-70.26095,49.75719,#FA3E0C
-123.187107,49.105586,#17FA2B
-79.48089,48.78687,#FA3E0C
-123.134365,49.159184,#17FA2B
-73.573266,45.547447,#17FA2B
-72.13578,45.67566,#FA3E0C
-76.75161,51.15168,#FA3E0C
-113.968393,51.039359,#17FA2B
-71.18163,49.87021,#FA3E0C
-79.24726,48.91607,#FA3E0C
-122.918091,49.227321,#17FA2B
-70.73924,48.02068,#FA3E0C
-64.56438,48.3738,#FA3E0C
-71.18099,49.33873,#FA3E0C
-79.296379,43.680186,#17FA2B
-77.81837,48.60312,#FA3E0C
-68.50087,49.131,#FA3E0C
-70.4974,46.20534,#FA3E0C
-123.088422,49.147599,#17FA2B
-79.332701,43.792273,#17FA2B
-123.022905,49.097917,#17FA2B
-75.784439,45.452579,#17FA2B
-74.4228,45.6553,#FA3E0C
-75.30807,50.15708,#FA3E0C
-78.27172,47.82644,#FA3E0C
-75.802782,45.345128,#17FA2B
-114.133197,51.056692,#17FA2B
-73.33598,47.16427,#FA3E0C
-72.51589,48.18465,#FA3E0C
-71.66015,46.3747,#FA3E0C
-123.158207,49.262969,#17FA2B
-73.6233,45.2536,#FA3E0C
-113.917733,50.908707,#17FA2B
-73.670422,45.467314,#17FA2B
-71.5331,45.8569,#FA3E0C
-77.47889,47.02878,#FA3E0C
-73.88959,45.76889,#FA3E0C
-77.09523,47.17026,#FA3E0C
-79.358095,43.870612,#17FA2B
-114.009004,51.162691,#17FA2B
-72.73599,45.06295,#FA3E0C
-114.149325,51.124308,#17FA2B
-78.28174,48.51979,#FA3E0C
-79.631963,43.630653,#17FA2B
-73.52999,45.40263,#17FA2B
-75.71307,48.88549,#FA3E0C
-114.034008,50.958046,#17FA2B
-73.879361,45.403892,#17FA2B
-63.32182,51.31475,#FA3E0C
-70.62202,48.33513,#FA3E0C
-73.858063,45.485432,#17FA2B
-77.41871,48.40798,#FA3E0C
-75.807135,45.436055,#17FA2B
-79.628054,43.68625,#17FA2B
-122.717706,49.200367,#17FA2B
-122.897073,49.216592,#17FA2B
-70.91537,46.05846,#FA3E0C
-73.817827,45.563156,#17FA2B
-113.935671,51.027502,#17FA2B
-73.824756,45.536693,#17FA2B
-70.98201,49.46703,#FA3E0C
-75.674754,45.444193,#17FA2B
-72.30224,46.04766,#FA3E0C
-114.023113,51.063992,#17FA2B
-79.673329,43.650332,#17FA2B
-75.88437,45.88729,#FA3E0C
-77.96447,50.74311,#FA3E0C
-70.50636,48.24401,#FA3E0C
-78.51312,53.90078,#FA3E0C
-72.445,45.3231,#FA3E0C
-76.70044,46.40348,#FA3E0C
-122.808519,49.189744,#17FA2B
-122.902735,49.157748,#17FA2B
-73.59918,46.13459,#FA3E0C
-71.30308,51.36751,#FA3E0C
-79.416176,43.711204,#17FA2B
-73.724145,45.581512,#17FA2B
-78.2101,47.558,#FA3E0C
-114.163468,51.156899,#17FA2B
-79.463731,43.677933,#17FA2B
-71.88082,45.3756,#FA3E0C
-79.553485,43.625106,#17FA2B
-114.143389,51.031309,#17FA2B
-79.706276,43.653577,#17FA2B
-74.35456,45.97063,#FA3E0C
-71.87495,46.3792,#FA3E0C
-70.41267,47.52518,#FA3E0C
-73.00916,47.23502,#FA3E0C
-72.64179,46.61931,#FA3E0C
-75.810714,45.332806,#17FA2B
-69.18274,48.04317,#FA3E0C
-77.63152,48.30216,#FA3E0C
-71.20796,48.45804,#FA3E0C
-122.935176,49.270165,#17FA2B
-77.26291,48.38819,#FA3E0C
-68.19225,49.14898,#FA3E0C
-78.95681,48.21163,#FA3E0C
-79.500357,43.747057,#17FA2B
-71.01,48.52878,#FA3E0C
-76.45005,50.94185,#FA3E0C
-76.19354,46.77068,#FA3E0C
-70.71106,46.14719,#FA3E0C
-79.0794,46.9842,#FA3E0C
-71.12893,46.28597,#FA3E0C
-75.593736,45.402003,#17FA2B
-79.513103,43.756694,#17FA2B
-74.9469,48.6608,#FA3E0C
-75.88384,48.88909,#FA3E0C
-76.42149,45.67116,#FA3E0C
-72.80119,49.94994,#FA3E0C
-114.153803,50.908876,#17FA2B
-75.04548,50.10222,#FA3E0C
-72.69759,46.65258,#FA3E0C
-73.891095,45.55055,#17FA2B
-122.730972,49.149062,#17FA2B
-73.590735,45.633356,#17FA2B
-79.456085,43.826639,#17FA2B
-72.7458,49.9781,#FA3E0C
-79.22326,47.72692,#FA3E0C
-76.4142,46.7772,#FA3E0C
-114.033862,51.135056,#17FA2B
-75.636373,45.391352,#17FA2B
-73.99187,48.43915,#FA3E0C
-76.0425,48.6375,#FA3E0C
-75.53229,49.31925,#FA3E0C
-75.3896,48.34502,#FA3E0C
-114.107988,50.902692,#17FA2B
-122.776572,49.231459,#17FA2B
-79.12974,47.0054,#FA3E0C
-79.692829,43.810105,#17FA2B
-77.6249,53.6121,#FA3E0C
-113.945493,51.0604,#17FA2B
-72.7815,47.42026,#FA3E0C
-75.828914,45.339543,#17FA2B
-114.093154,51.170161,#17FA2B
-79.49315,48.93915,#FA3E0C
-77.65318,48.18825,#FA3E0C
-74.4777,45.6124,#FA3E0C
-123.131768,49.14685,#17FA2B
-73.54209,45.591238,#17FA2B
-71.67996,45.07554,#FA3E0C
-113.960642,51.061105,#17FA2B
-71.56672,49.48591,#FA3E0C
-73.47173,48.08423,#FA3E0C
-77.973,48.22962,#FA3E0C
-72.29487,49.10402,#FA3E0C
-70.84142,49.80756,#FA3E0C
-63.0792,51.8088,#FA3E0C
-75.777387,45.371558,#17FA2B
-79.711877,43.759082,#17FA2B
-79.718908,43.740831,#17FA2B
-122.947446,49.167194,#17FA2B
-77.99729,48.34952,#FA3E0C
-75.727131,45.448158,#17FA2B
-72.839,47.2828,#FA3E0C
-79.492764,43.825518,#17FA2B
-79.514743,43.721539,#17FA2B
-75.83754,46.10492,#FA3E0C
-75.711094,45.410258,#17FA2B
-75.609657,45.441708,#17FA2B
-78.89679,48.375726,#FA3E0C
-77.89051,49.20444,#FA3E0C
-79.280421,43.870426,#17FA2B
-72.10256,45.46163,#FA3E0C
-113.929803,51.013552,#17FA2B
-75.18333,48.6238,#FA3E0C
-73.79428,46.29946,#FA3E0C
-68.5806,49.6788,#FA3E0C
-79.529517,43.820281,#17FA2B
-123.014151,49.153124,#17FA2B
-70.79478,45.59323,#FA3E0C
-72.49075,47.11031,#FA3E0C
-74.3294,45.6939,#FA3E0C
-74.02945,45.49761,#FA3E0C
-75.0624,46.56475,#FA3E0C
-75.610168,45.407004,#17FA2B
-72.508,45.3812,#FA3E0C
-123.038904,49.109936,#17FA2B
-75.652635,45.325467,#17FA2B
-123.158645,49.158422,#17FA2B
-79.27686,43.779981,#17FA2B
-114.003354,50.996782,#17FA2B
-75.757383,45.343164,#17FA2B
-69.05061,50.78957,#FA3E0C
-114.047509,51.106678,#17FA2B
-75.620998,45.366664,#17FA2B
-75.8753,46.0425,#FA3E0C
-70.9962,48.4656,#FA3E0C
-73.705368,45.424278,#17FA2B
-75.742656,45.359893,#17FA2B
-73.09096,48.30036,#FA3E0C
-77.43721,48.79137,#FA3E0C
-73.53289,45.601227,#17FA2B
-75.26192,50.03867,#FA3E0C
-72.25566,45.06385,#FA3E0C
-70.43855,48.81025,#FA3E0C
-71.88337,45.38459,#FA3E0C
-73.578805,45.553651,#17FA2B
-69.86973,47.88729,#FA3E0C
-122.734437,49.105989,#17FA2B
-70.9777,49.82195,#FA3E0C
-79.518691,43.854769,#17FA2B
-122.881817,49.189285,#17FA2B
-74.47659,46.24221,#FA3E0C
-123.08094,49.131319,#17FA2B
-78.68264,47.08963,#FA3E0C
-76.78691,48.80216,#FA3E0C
-79.683459,43.708167,#17FA2B
-72.87962,49.04137,#FA3E0C
-74.75789,46.26169,#FA3E0C
-74.41091,51.34862,#FA3E0C
-69.24456,48.56295,#FA3E0C
-75.772787,45.404726,#17FA2B
-79.343679,43.717017,#17FA2B
-68.82088,49.45084,#FA3E0C
-114.164774,51.129224,#17FA2B
-70.68209,49.54407,#FA3E0C
-75.752519,45.4116,#17FA2B
-114.052122,50.988437,#17FA2B
-79.11989,49.18375,#FA3E0C
-78.63314,47.88639,#FA3E0C
-73.661195,45.587492,#17FA2B
-74.0932,45.7527,#FA3E0C
-75.825345,45.34323,#17FA2B
-113.960837,51.00149,#17FA2B
-73.54951,46.26619,#FA3E0C
-72.39208,48.82554,#FA3E0C
-69.5545,51.40978,#FA3E0C
-70.79017,48.18825,#FA3E0C
-122.917376,49.173568,#17FA2B
-69.91888,47.44724,#FA3E0C
-123.104774,49.242838,#17FA2B
-79.304025,43.774684,#17FA2B
-75.58301,45.452484,#17FA2B
-71.3203,46.34772,#FA3E0C
-72.05902,48.2563,#FA3E0C
-75.566971,45.432458,#17FA2B
-73.64156,47.10402,#FA3E0C
-113.935711,51.048967,#17FA2B
-79.295065,43.737853,#17FA2B
-77.7564,46.4861,#FA3E0C
-75.74877,45.453056,#17FA2B
-75.622782,45.4096,#17FA2B
-75.598055,45.380418,#17FA2B
-71.19576,48.45264,#FA3E0C
-71.2297,48.4753,#FA3E0C
-71.5014,45.126,#FA3E0C
-77.57525,48.08873,#FA3E0C
-75.39565,46.79587,#FA3E0C
-73.75054,45.95804,#FA3E0C
-74.86375,49.77248,#FA3E0C
-71.18079,48.49401,#FA3E0C
-73.441077,45.572394,#17FA2B
-73.879078,45.540679,#17FA2B
-79.389122,43.876951,#17FA2B
-67.51651,48.74131,#FA3E0C
-73.857659,45.585498,#17FA2B
-73.908898,45.407629,#17FA2B
-73.451478,45.525811,#17FA2B
-114.023082,51.121968,#17FA2B
-114.062997,50.981625,#17FA2B
-79.50065,43.643531,#17FA2B
-69.8711,55.0289,#FA3E0C
-75.774145,45.328694,#17FA2B
-72.6904,45.0629,#FA3E0C
-75.9378,46.0569,#FA3E0C
